clip,step,audio_path,ground_truth,full_transcription,whisper_lang,chosen_rank,chosen_id,chosen_prob,top1_id,top1_txt,top1_prob,top2_id,top2_txt,top2_prob,top3_id,top3_txt,top3_prob,top4_id,top4_txt,top4_prob,top5_id,top5_txt,top5_prob,top6_id,top6_txt,top6_prob,top7_id,top7_txt,top7_prob,top8_id,top8_txt,top8_prob,top9_id,top9_txt,top9_prob,top10_id,top10_txt,top10_prob,top11_id,top11_txt,top11_prob,top12_id,top12_txt,top12_prob,top13_id,top13_txt,top13_prob,top14_id,top14_txt,top14_prob,top15_id,top15_txt,top15_prob,top16_id,top16_txt,top16_prob,top17_id,top17_txt,top17_prob,top18_id,top18_txt,top18_prob,top19_id,top19_txt,top19_prob,top20_id,top20_txt,top20_prob,top21_id,top21_txt,top21_prob,top22_id,top22_txt,top22_prob,top23_id,top23_txt,top23_prob,top24_id,top24_txt,top24_prob,top25_id,top25_txt,top25_prob,top26_id,top26_txt,top26_prob,top27_id,top27_txt,top27_prob,top28_id,top28_txt,top28_prob,top29_id,top29_txt,top29_prob,top30_id,top30_txt,top30_prob,top31_id,top31_txt,top31_prob,top32_id,top32_txt,top32_prob,top33_id,top33_txt,top33_prob,top34_id,top34_txt,top34_prob,top35_id,top35_txt,top35_prob,top36_id,top36_txt,top36_prob,top37_id,top37_txt,top37_prob,top38_id,top38_txt,top38_prob,top39_id,top39_txt,top39_prob,top40_id,top40_txt,top40_prob,top41_id,top41_txt,top41_prob,top42_id,top42_txt,top42_prob,top43_id,top43_txt,top43_prob,top44_id,top44_txt,top44_prob,top45_id,top45_txt,top45_prob,top46_id,top46_txt,top46_prob,top47_id,top47_txt,top47_prob,top48_id,top48_txt,top48_prob,top49_id,top49_txt,top49_prob,top50_id,top50_txt,top50_prob
0,-1,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,2.0,50364.0,0.3124532401561737,50363.0,<|notimestamps|>,0.5719578266143799,50364.0,,0.3124532401561737,50384.0,,0.006137832533568144,50388.0,,0.005599923897534609,50390.0,,0.005580986384302378,50389.0,,0.005307390354573727,50380.0,,0.005205812864005566,50386.0,,0.004679447039961815,50392.0,,0.004502206575125456,50382.0,,0.004446474835276604,50376.0,,0.003670292906463146,50387.0,,0.003636621870100498,50385.0,,0.003478282131254673,50379.0,,0.0034195363987237215,50394.0,,0.0034094026777893305,50391.0,,0.0033082335721701384,50383.0,,0.003181284759193659,50381.0,,0.0031567297410219908,50374.0,,0.0031428877264261246,50378.0,,0.0030377404764294624,50396.0,,0.002477240050211549,50372.0,,0.0024703603703528643,50393.0,,0.0023514817003160715,50375.0,,0.0021762591786682606,50377.0,,0.0021360600367188454,50395.0,,0.0018997914157807827,50373.0,,0.001807309570722282,50398.0,,0.001650367397814989,50370.0,,0.0015970165841281414,50397.0,,0.0015492697712033987,50400.0,,0.0014532238710671663,50399.0,,0.001424844260327518,50371.0,,0.00136271130759269,50368.0,,0.0013051062123849988,50366.0,,0.0011435785563662648,50369.0,,0.001124652335420251,50402.0,,0.0010287363547831774,50404.0,,0.0009065797203220427,50367.0,,0.0008762168581597507,50401.0,,0.0008463123231194913,50365.0,,0.0008070641197264194,50403.0,,0.0005463712732307613,50406.0,,0.0005441742832772434,50405.0,,0.0004313945537433028,50408.0,,0.0003483964246697724,50407.0,,0.00033669531694613397,50414.0,,0.0002922192797996104,50409.0,,0.00028724633739329875,50410.0,,0.00025012053083628416,50412.0,,0.00022085566888563335
0,1,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,1.0,17119.0,0.79537433385849,17119.0, Jeg,0.79537433385849,43515.0, Eg,0.06076515093445778,503.0," """,0.051471613347530365,2588.0, Je,0.02948727272450924,4657.0, «,0.019871020689606667,220.0, ,0.01757328025996685,1662.0, –,0.0039589861407876015,462.0, E,0.0038691572844982147,10610.0, jeg,0.002199858194217086,359.0, -,0.0013566305860877037,690.0, �,0.0012306192656978965,8316.0, Ik,0.0009887049673125148,522.0, (,0.000797540124040097,14883.0, Og,0.0006766744772903621,33089.0, Ek,0.0006709732697345316,4922.0, É,0.0006384131265804172,16960.0, Egg,0.0005503554129973054,672.0, �,0.00045965940807946026,3466.0, —,0.00033995843841694295,3300.0, Er,0.0002822375681716949,24263.0, eg,0.0002668845118023455,508.0, J,0.0001993473997572437,1506.0, je,0.00017317668243777007,2627.0, <,0.000170943298144266,2186.0, Eu,0.0001697314582997933,286.0, I,0.00016388348012696952,2193.0, En,0.00015653866284992546,3530.0, Ja,0.00014844363613519818,43360.0, Å,0.00013428708189167082,922.0, ',0.0001259156852029264,12728.0, Så,0.00012546140351332724,1146.0,eg,0.00012294386397115886,3141.0, Ich,0.00012265554687473923,5799.0, …,0.00011392580199753866,3790.0, Et,0.00010141180973732844,389.0, H,0.00010138763173017651,9663.0, Eh,9.856692486209795e-05,460.0, G,9.265158587368205e-05,29786.0, Ei,8.890735625755042e-05,9014.0, Jag,8.812441228656098e-05,3777.0, egg,7.491878204746172e-05,6685.0, Men,6.711539754178375e-05,426.0, N,6.38343408354558e-05,6391.0, Ein,5.498043174156919e-05,3977.0, Ed,5.0219434342579916e-05,413.0, D,4.822541814064607e-05,1059.0, �,4.5693013817071915e-05,1711.0, At,4.412000271258876e-05,8793.0, »,4.41000192950014e-05,21642.0," ""...",4.1428844269830734e-05
0,2,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,1.0,5408.0,0.6740525364875793,5408.0, ble,0.6740525364875793,1374.0, var,0.15005460381507874,220.0, ,0.06355329602956772,371.0, v,0.03307462856173515,888.0, bl,0.019416701048612595,18836.0, væ,0.006591298151761293,2773.0, va,0.006340965628623962,19504.0, blir,0.005174353718757629,272.0, b,0.004977508448064327,6509.0, vert,0.004061462357640266,1241.0, ve,0.0032884138636291027,26477.0, vår,0.0023853573948144913,1189.0, er,0.002249121433123946,12423.0, vet,0.002114202594384551,1306.0, ver,0.001691976678557694,2233.0, har,0.0015741655370220542,1650.0, vo,0.001254402450285852,27748.0, vå,0.001027891063131392,37332.0, blev,0.0008007843280211091,27182.0, bli,0.0007790440577082336,1932.0, vi,0.0007190029718913138,1323.0, val,0.0005933288484811783,6387.0, verd,0.00039528857450932264,276.0, h,0.00035010342253372073,308.0, e,0.00032533914782106876,691.0, V,0.00026081743999384344,24814.0, bleibt,0.0002368369314353913,15349.0, vil,0.0002215886051999405,16379.0, bla,0.0002155694819521159,4245.0, vor,0.00021297576313372701,6949.0, bare,0.00019213616906199604,23019.0, ville,0.0001820774923544377,4284.0, vill,0.00017327805107925087,31289.0, varit,0.00017111010674852878,632.0, had,0.00017030895105563104,5009.0, fort,0.00017025989654939622,324.0, ha,0.0001417058374499902,2177.0, Bl,0.00014007536810822785,16443.0, vere,0.0001358386070933193,2779.0, bur,0.0001353216648567468,27458.0, være,0.00011454607738414779,4107.0, vir,0.00011311056732665747,2159.0, bar,0.0001085554831661284,45124.0, wart,0.00010851564002223313,32053.0, vertices,0.00010480709170224145,22328.0, verk,8.542879368178546e-05,9467.0, vit,8.426989370491356e-05,9318.0, kle,8.253844862338156e-05,14662.0, Var,8.093273936538026e-05,9671.0, kl,8.031533070607111e-05
0,3,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,1.0,13076.0,0.7860950827598572,13076.0, ikke,0.7860950827598572,220.0, ,0.10601632297039032,741.0, i,0.10401894152164459,4320.0, ik,0.0020742560736835003,294.0, in,0.0002823002578224987,2830.0, inte,0.00015790396719239652,21600.0, ingen,0.00011604000610532239,4376.0, ic,0.00011102644930360839,8316.0, Ik,5.2274903282523155e-05,38735.0,ikke,4.9228896386921406e-05,359.0, -,3.8441430660896e-05,6.0,',2.230027712357696e-05,47764.0,kke,2.2236567019717768e-05,522.0, (,2.2065625671530142e-05,11.0,",",2.080994818243198e-05,13.0,.,2.056338416878134e-05,415.0, he,2.0026629499625415e-05,286.0, I,1.8526534404372796e-05,465.0, en,1.849604450399056e-05,1893.0, ich,1.6640797184663825e-05,1141.0, det,1.5903857274679467e-05,10610.0, jeg,1.2593241990543902e-05,2839.0, ut,1.2209176929900423e-05,83.0,t,1.1742211427190341e-05,72.0,i,1.0677904356271029e-05,1488.0, jo,1.0192970876232721e-05,14610.0, vel,9.8936307040276e-06,11276.0, ink,9.787715498532634e-06,12.0,-,8.684983185958117e-06,68.0,e,8.546463504899293e-06,1418.0, ist,8.50135438668076e-06,13359.0, ek,8.2740180005203e-06,33811.0, nok,7.721755537204444e-06,309.0, it,7.297883257706417e-06,3957.0, ing,7.145509698602837e-06,412.0, at,6.830600796092767e-06,5360.0, og,6.589052645722404e-06,1035.0,ik,6.548708370246459e-06,7714.0, inn,5.9173989939154126e-06,1163.0, der,5.8788123169506434e-06,720.0, her,5.844093266205164e-06,276.0, h,5.505700301000616e-06,503.0," """,4.973820068698842e-06,9308.0, ak,4.934318440064089e-06,6949.0, bare,4.892996912531089e-06,8457.0, için,4.521188657236053e-06,8440.0, til,4.520705715549411e-06,485.0,...,4.396548774820985e-06,16798.0, ald,4.301507033233065e-06,350.0, k,4.11731525673531e-06
0,4,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,1.0,7202.0,0.9112361669540405,7202.0, fer,0.9112361669540405,283.0, f,0.07594861835241318,220.0, ,0.008051421493291855,31362.0, fertig,0.0019147528801113367,579.0, fe,0.00048470788169652224,1400.0, far,0.00016564650286454707,612.0,fer,0.00011730255937436596,2050.0, fa,8.48381023388356e-05,932.0, fl,7.760548760415986e-05,741.0, i,7.039519550744444e-05,4636.0, fed,6.946195935597643e-05,962.0, fin,6.314837810350582e-05,10700.0, fert,5.399883593781851e-05,8440.0, til,4.74720545753371e-05,43509.0, fertile,4.088145215064287e-05,40634.0, fini,4.073360832990147e-05,2182.0, red,3.89337983506266e-05,10728.0, Fer,3.537057273206301e-05,2130.0, fre,3.1355513783637434e-05,350.0, k,2.896276600949932e-05,26558.0, ferm,2.839409717125818e-05,431.0, fr,2.8360565920593217e-05,337.0, for,2.8169881261419505e-05,14743.0, klar,2.68208168563433e-05,40314.0, før,2.6388985133962706e-05,3551.0, mer,2.6284300474799238e-05,262.0, s,2.4494218450854532e-05,31707.0, fertility,2.4399096218985505e-05,6600.0, fra,2.2273863578448072e-05,479.0, F,2.1414376533357427e-05,15136.0, fet,2.0422752641025e-05,24575.0, fart,1.9238937966292724e-05,26830.0, fen,1.9070277630817145e-05,1061.0, sl,1.5032434930617455e-05,297.0, n,1.2801480806956533e-05,11094.0, fel,1.1866121894854587e-05,917.0, end,1.1359193194948602e-05,32967.0, ferry,1.1257023288635537e-05,465.0, en,1.0981309969793074e-05,5696.0, fell,1.089913712348789e-05,6633.0, fest,1.0500066309759859e-05,11994.0, fare,1.009545576380333e-05,6387.0, verd,1.004849673336139e-05,359.0, -,1.0026595191447996e-05,11.0,",",9.998035238822922e-06,256.0, t,9.307556865678634e-06,15848.0, fi,8.996013093565125e-06,50177.0, fø,8.186036211554892e-06,47830.0, fordi,8.025659553823061e-06,38777.0, fy,7.801871106494218e-06
0,5,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,1.0,25259.0,0.9083828926086426,25259.0,dig,0.9083828926086426,67.0,d,0.04730619490146637,4504.0,di,0.04410767927765846,328.0,ig,3.052641113754362e-05,39488.0,dt,2.5343224479001947e-05,38169.0,did,1.8325728888157755e-05,1479.0,de,1.564119702379685e-05,17975.0,dit,1.1214842743356712e-05,3173.0,dy,9.297146789322142e-06,2528.0, dig,8.477622941427398e-06,3584.0,ding,7.406665190501371e-06,17557.0,din,7.064119472488528e-06,11231.0,die,6.126267635409022e-06,39877.0,dag,5.862395937583642e-06,5073.0,lig,5.113409315526951e-06,72.0,i,3.929150807380211e-06,83.0,t,3.6831418128713267e-06,1026.0, di,3.6003752938995603e-06,24810.0,dd,2.6728430384537205e-06,18105.0,del,2.6647089725884143e-06,4121.0,dom,1.7533378695588908e-06,2675.0,da,1.4901887652740697e-06,22018.0,dies,1.3761713262283592e-06,7317.0,ti,1.3362118806981016e-06,13595.0,dim,1.1730965070455568e-06,12746.0,dri,1.1074754411311005e-06,6249.0,igg,1.0165808816964272e-06,327.0,id,9.901457360683708e-07,35043.0,dir,9.791535831027431e-07,7065.0,rig,9.137322081187449e-07,18267.0,dire,8.139126634887361e-07,6.0,',7.640899184480077e-07,769.0,du,7.605507903463149e-07,1556.0,den,6.515269888041075e-07,17863.0,det,6.309229547696305e-07,3085.0,DI,5.829488713970932e-07,41256.0,dio,5.704461045752396e-07,42649.0,dist,5.289345494929876e-07,13731.0,dis,5.20825551575399e-07,29432.0,dings,5.072220119473059e-07,3969.0,ige,4.83298151721101e-07,9207.0,ded,4.2907856823148904e-07,1116.0,'d,3.5058599223702913e-07,36168.0,zig,3.2538514460611623e-07,1068.0,der,3.25326226402467e-07,2595.0,do,3.199680520538095e-07,10730.0,dem,3.145055131881236e-07,16063.0,ds,3.0898885938768217e-07,12.0,-,2.439747674998216e-07,3375.0,reg,2.4070777726592496e-07
0,6,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,1.0,1205.0,0.8479546904563904,1205.0, med,0.8479546904563904,385.0, me,0.09708668291568756,220.0, ,0.0394652895629406,275.0, m,0.0023705337662249804,8508.0, ig,0.0023496041540056467,13.0,.,0.0018001369899138808,3551.0, mer,0.0015521940076723695,741.0, i,0.0010806359350681305,11.0,",",0.0010095291072502732,10816.0, meg,0.000508527853526175,8440.0, til,0.00022472557611763477,465.0, en,0.00020305205543991178,14267.0, ved,0.00015755920321680605,20249.0, gj,0.00015378229727502912,1932.0, vi,0.0001318496942985803,1706.0, men,0.00013078782649245113,0.0,!,0.00012919151049572974,4170.0, på,0.00012039113789796829,7714.0, inn,0.00011536085366969928,4795.0, mel,9.773561760084704e-05,3406.0, om,9.522387699689716e-05,365.0, with,7.80945920269005e-05,8841.0, å,7.449180702678859e-05,11594.0, nå,6.425234460039064e-05,1305.0, av,6.40783691778779e-05,8401.0, mere,6.396717799361795e-05,1131.0, met,5.89983283134643e-05,5360.0, og,4.215234366711229e-05,1441.0, den,3.929840022465214e-05,3982.0, Med,3.8729296647943556e-05,4719.0, så,3.627426485763863e-05,33811.0, nok,3.2984309655148536e-05,10254.0, må,3.079740054090507e-05,917.0, end,3.074730921071023e-05,2839.0, ut,3.065092823817395e-05,24442.0, mee,2.9666816772078164e-05,25614.0, ned,2.9160506528569385e-05,26393.0, wi,2.890241376007907e-05,308.0, e,2.779990063572768e-05,35621.0, mest,2.3430791770806536e-05,276.0, h,2.2220712708076462e-05,10610.0, jeg,2.203750773333013e-05,32161.0, wit,2.1546398784266785e-05,3247.0, sam,2.1482548618223518e-05,7195.0, medicine,2.0629835489671677e-05,297.0, n,1.9055476514040492e-05,31305.0, igen,1.8667584299691953e-05,566.0, im,1.8308213839191012e-05,522.0, (,1.756879464664962e-05,1097.0, ...,1.7381360521540046e-05
0,7,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,1.0,1441.0,0.465409517288208,1441.0, den,0.465409517288208,7276.0, han,0.1235252395272255,220.0, ,0.07138708978891373,276.0, h,0.046710606664419174,7852.0, ham,0.04527093097567558,368.0, de,0.03642081841826439,1141.0, det,0.03588390722870827,465.0, en,0.02942238561809063,274.0, d,0.024423254653811455,2324.0, ann,0.021570060402154922,364.0, an,0.014617989771068096,324.0, ha,0.006633273791521788,1371.0, dem,0.004955751355737448,257.0, a,0.004366188310086727,22253.0, hen,0.0031800519209355116,2821.0, deg,0.002898730570450425,13.0,.,0.002810398116707802,23731.0, hj,0.0023516358342021704,8841.0, å,0.0023063356056809425,26384.0,nn,0.002023586304858327,4955.0, alt,0.0018882693257182837,11.0,",",0.0017501659458503127,22256.0, anne,0.0014559102710336447,308.0, e,0.0010316582629457116,13706.0, Anne,0.000962015416007489,1506.0, je,0.0008758138283155859,20249.0, gj,0.0008729961118660867,8860.0, Ann,0.000836315331980586,282.0,an,0.0007657072274014354,21203.0, années,0.0007440755143761635,5430.0, alle,0.0007152357720769942,412.0, at,0.0006918677827343345,293.0, and,0.0006400250131264329,361.0, j,0.0006140128243714571,268.0,en,0.0006026353221386671,47126.0, dette,0.0005621155723929405,10816.0, meg,0.0005252067348919809,8508.0, ig,0.0004950854927301407,969.0,ann,0.0004776141431648284,522.0, (,0.0004590404569171369,741.0, i,0.00044081357191316783,290.0, g,0.0004371965187601745,24367.0, hå,0.00043488654773682356,3406.0, om,0.00042619879241101444,10610.0, jeg,0.0004215611261315644,1305.0, av,0.0004151727189309895,316.0, A,0.0004052285512443632,6458.0, Den,0.0003825237217824906,1011.0, hand,0.0003563531208783388,389.0, H,0.0003442305023781955
0,8,nn-NO_validated/common_voice_nn-NO_31865080.mp3,Eg vert ikkje ferdig med han.,Jeg ble ikke ferdig med den.,no,1.0,13.0,0.8080263733863831,13.0,.,0.8080263733863831,0.0,!,0.09326149523258209,716.0,ne,0.054786354303359985,485.0,...,0.019295990467071533,1260.0,…,0.007196981925517321,1097.0, ...,0.0037082021590322256,5799.0, …,0.0014783147489652038,2751.0,....,0.0009168732794933021,522.0, (,0.0008771406137384474,2866.0,nen,0.0007462670328095555,11.0,",",0.0006908321520313621,353.0,..,0.0006006302428431809,889.0,".""",0.0005440268432721496,26.0,;,0.0003033760585822165,2411.0, .,0.0002992017543874681,158.0,�,0.00021954586554784328,77.0,n,0.00019893194257747382,34205.0,!...,0.000192461273400113,14921.0,….,0.00017567204486113042,1543.0,。,0.0001755059347487986,4386.0, ..,0.0001558108488097787,37817.0,!.,0.000143151031807065,14288.0,...!,0.00013697147369384766,1883.0,""".",0.00011650835222098976,2298.0, !,0.00011449406883912161,20111.0,......,0.00010153262701351196,18807.0,……,9.44341518334113e-05,220.0, ,9.422544098924845e-05,50564.0,,9.039355791173875e-05,4081.0,nes,8.986125612864271e-05,2963.0,"!""",8.59663778101094e-05,1662.0, –,7.929706043796614e-05,13556.0,.....,7.3460083513055e-05,30.0,?,7.193495548563078e-05,4589.0,!!!,7.10232270648703e-05,26384.0,nn,6.411116191884503e-05,629.0,na,5.9565005358308554e-05,50552.0,,5.7761841162573546e-05,7651.0,"...""",5.7069417380262166e-05,50562.0,,5.029043313697912e-05,672.0, �,4.4324304326437414e-05,50563.0,,4.2437131924089044e-05,1432.0,!!,3.940672831959091e-05,49335.0,.»,3.685430419864133e-05,50559.0,,3.5588724131230265e-05,15988.0,NE,3.537092197802849e-05,45385.0,.(,3.497314537526108e-05,359.0, -,3.451503289397806e-05,16007.0,",...",3.4090706321876496e-05,465.0, en,3.2071129680844024e-05
